"hour_stump","datacenter_id","pm_26973_freq","pm_26973_mw","pm_26973_kw","pm_26974_freq","pm_26974_mw","pm_26974_kw","pm_74059_freq","pm_74059_mw","pm_74059_kw","usd","temp_f","rel_humidity"
2021-11-21 14:35:00.000,5,,25.706,,,27.067,,,54.635,,26.73,,
2021-11-19 12:40:00.000,5,,25.706,,,27.067,,,52.288418,,30.49,,
2021-11-04 04:00:00.000,5,,25.293818,,,26.560833,,,51.85375,,23.71,,
2021-11-11 00:30:00.000,5,,25.706,,,27.067,,,53.5612,,58.16,,
2021-11-24 01:05:00.000,5,,25.706,,,27.067,,,53.838367,,26.17,,
2021-11-26 17:35:00.000,5,,25.706,,,27.067,,,52.435284,,29.47,,
2021-11-04 23:45:00.000,5,,25.706,,,27.067,,,52.811188,,84.86,,
2021-11-23 01:05:00.000,5,,25.706,,,27.067,,,53.2079,,45.46,,
2021-11-16 15:10:00.000,5,,25.706,,,27.067,,,52.353832,,30.82,,
2021-11-24 01:35:00.000,5,,25.706,,,27.067,,,53.484283,,25.35,,
2021-11-13 17:55:00.000,5,,25.706,,,27.067,,,51.92445,,21.36,,
2021-11-25 18:40:00.000,5,,25.706,,,27.067,,,52.366,,24.98,,
2021-11-29 04:00:00.000,5,,25.706,,,27.067,,,52.923965,,22.596666,,
2021-11-25 17:20:00.000,5,,25.706,,,27.067,,,52.305035,,38.26,,
2021-11-03 23:45:00.000,5,,25.1938,,,26.625017,,,51.818565,,47.84,,
2021-11-07 09:25:00.000,5,,25.706,,,27.067,,,52.192234,,30.04,,
2021-11-23 08:30:00.000,5,,25.706,,,27.067,,,52.248833,,19.84,,
2021-11-03 19:20:00.000,5,,25.151695,,,26.53,,,51.682205,,86.79,,
2021-11-03 04:35:00.000,5,,25.857384,,,27.328367,,,53.1859,,64.79,,
2021-11-05 10:05:00.000,5,,25.706,,,27.067,,,51.962284,,45.81,,
